company,date,tweet,n_replies,n_retweets,n_likes
0500 Riu Hotels & Resorts ,25/03/2019," Un año más hemos sido patrocinadores oficiales y jurado de la Gala Drag Queen del Carnaval Internacional de Maspalomas,uno de los eventos ""drag"" más importantes a nivel mundial. Desde aquí ¡enhorabuena a la Drag Mulciber por ese merecido primer premio!????? #Maspalomas #maspamoon pic.twitter.com/uGvXXUwnvK ",1.0,1.0,11.0
0500 Riu Hotels & Resorts ,22/03/2019," ??Water is a limited and basic resource for life that needs responsible consumption. For this reason, 12 years ago at RIU we created the code of good practices, a guide based on water saving and recycling systems that is applied in all our hotels. More info ?? #WorldWaterDay pic.twitter.com/YYCckMU1HD ",0.0,2.0,17.0
0500 Riu Hotels & Resorts ,22/03/2019," El agua??es un recurso limitado y básico para la vida que necesita de un consumo responsable.Por eso, hace 12 años en RIU creamos un código de buenas prácticas basado en sistemas de ahorro y reciclaje de agua que se aplica en todos nuestros hoteles.Más info?? #DíaMundialDelAgua pic.twitter.com/1KazFpbD80 ",1.0,3.0,21.0
0500 Riu Hotels & Resorts ,15/03/2019," All RIU hotels in Costa Mujeres, Cancun and Playa del Carmen have been awarded by @ECPAT for their commitment and application of strategies against the commercial sexual exploitation of children and adolescents in the touristic context of the area. Congrats to all our colleagues! pic.twitter.com/hPyDsytLQY ",0.0,7.0,27.0
0500 Riu Hotels & Resorts ,15/03/2019," Los hoteles RIU en Costa Mujeres, Cancún y Playa del Carmen han recibido un reconocimiento @ECPAT por su compromiso y puesta en práctica de estrategias contra la explotación sexual comercial de niños/as y adolescentes en el contexto turístico de la zona. ¡Enhorabuena compañeros! pic.twitter.com/NgfoZ2aVuO ",0.0,4.0,19.0
0500 Riu Hotels & Resorts ,13/03/2019," It is already Carnival in the South of Gran Canaria! The candidates for Queens have been presented today at the Riu Palace Oasis hotel. All will compete for the crown in this International Carnival 2019, which this year takes the name of ""Maspamoon"" for its spatial theme. ??????? pic.twitter.com/DeUgal5sGb ",0.0,1.0,14.0
0500 Riu Hotels & Resorts ,12/03/2019," Personal de RIU en Los Cabos participó en la limpieza del fondo marino de la Bahía de Cabo San Lucas organizada por la CONANP, para retirar basura arrastrada por huracanes y tormentas tropicales. Nuestro gran aliado fue @ScubaCaribe quien nos apoyó con barco, capitán y buzos. pic.twitter.com/DHCLxWBx5H ",0.0,3.0,19.0
0500 Riu Hotels & Resorts ,11/03/2019," This weekend the RIU team has planted 450 trees?? and plants in Gran Canaria! The second reforestation campaign ""Planting Consciences"" organized together with @PlanetSpain Foundation in Valleseco, was a success, with the participation of 80 adults and 50 children. ???????? pic.twitter.com/62yJMDOd8g ",1.0,6.0,34.0
0500 Riu Hotels & Resorts ,11/03/2019," ¡Este fin de semana el equipo RIU ha plantado 450 árboles?? y plantas en Gran Canaria! La segunda campaña de reforestación Plantamos Conciencias organizada junto a la fundación @PlanetSpain  en Valleseco, fue todo un éxito, con la participación de 80 adultos y 50 niños.???????? pic.twitter.com/9vZRcAo1NQ ",0.0,3.0,20.0
0500 Riu Hotels & Resorts ,06/03/2019, ¡Ya tenemos a los 10 ganadores del concurso de una estancia gratis por conectarse a nuestro wifi durante 2018! En breve serán contactados. ¿Quieres ganar una estancia gratis en un hotel RIU? El 2019 ponemos de nuevo en marcha el sorteo. ¡Conéctate al WIFI del hotel y suerte!?? pic.twitter.com/2CRQflwpD8 ,0.0,0.0,18.0
0500 Riu Hotels & Resorts ,05/03/2019, To celebrate the #WorldEnergyEfficiencyDay we would like to show you the new aerothermal technology used in the Riu Plaza España hotel in Madrid??. A system to produce hot water ?? using less energy ?? and emitting less CO2 thanks to a renewable energy source: the air ??? pic.twitter.com/uGovAe0ANr ,0.0,4.0,12.0
0500 Riu Hotels & Resorts ,05/03/2019, En el #DiaInternacionaldelaEficienciaEnergetica te mostramos el nuevo proyecto de aerotermia del hotel Riu Plaza España de Madrid??. Un sistema para producir agua caliente ?? usando menos energía ??y emitiendo menos CO2 gracias a una fuente de energía renovable: el aire ??? pic.twitter.com/FMKUpC5Vpz ,0.0,1.0,19.0
0500 Riu Hotels & Resorts ,03/03/2019," It is #WorldWildlifeDay and we celebrate the 5th anniversary of the RIU National Wildlife Refuge in Costa Rica. A land of 200 hectares in which, thanks to the conservation tasks of our team, we can protect more than 250 species of wild flora and fauna.#BeRIUsponsible @WildlifeDay pic.twitter.com/4gBvfiZYgD ",0.0,2.0,14.0
0500 Riu Hotels & Resorts ,03/03/2019, Es el #DíaInternacionaldelaVidaSilvestre y celebramos el 5º aniversario del Refugio Nacional de Vida Silvestre de RIU en Costa Rica. Un terreno de 200 hectáreas en el que podemos proteger a más de 250 especies de flora??y fauna ?? silvestre. #BeRIUsponsible @WildlifeDay ?? pic.twitter.com/dfQkAIPCjL ,0.0,3.0,15.0
0500 Riu Hotels & Resorts ,19/02/2019, ¡Ya tenemos a los 10 ganadores del concurso de una estancia gratis por conectarse a nuestro wifi durante 2018! En breve serán contactados. ¿Quieres ganar una estancia gratis en un hotel RIU? El 2019 ponemos de nuevo en marcha el sorteo. ¡Conéctate al WIFI del hotel y suerte!?? pic.twitter.com/g3fnZbFfjG ,1.0,1.0,20.0
0500 Riu Hotels & Resorts ,12/02/2019," Este San Valentín, ¡regala una escapada a ciudades como Nueva York, Dublín o Berlín y acierta seguro! Si reservas entre el 11/02 y el 15/02, te obsequiamos con hasta un 20% de dto. en todos nuestros hoteles urbanos + upgrade de habitación gratuito. ¡Celebra el amor con Riu Plaza! pic.twitter.com/xNMwsy5yt2 ",1.0,2.0,18.0
0500 Riu Hotels & Resorts ,06/02/2019, ¡Ya tenemos a los 10 ganadores del concurso de una estancia gratis por conectarse a nuestro wifi durante 2018! En breve serán contactados. ¿Quieres ganar una estancia gratis en un hotel RIU? El 2019 ponemos de nuevo en marcha el sorteo. ¡Conéctate al WIFI del hotel y suerte!?? pic.twitter.com/KsLpRwPlR9 ,1.0,2.0,13.0
0500 Riu Hotels & Resorts ,31/01/2019," Seguimos con las 3 últimas preguntas de nuestro crucigrama, ¿ya lo has completado? ?? 4. ¿A qué ciudad está dedicada nuestra semana temática?  5. ¿En qué costa está situado el hotel Riu Palace Costa Mujeres? 6. ¿Qué hotel fue inaugurado en diciembre de 2017?  #itsRIUtimecancun pic.twitter.com/r3ELWizdhG ",10.0,1.0,12.0
0500 Riu Hotels & Resorts ,31/01/2019," La gastronomía es otro de los puntos fuertes de Cancún, platos como cochinita pibil, ceviche de pescado, pulpo & camarón. ¡No pierdas la oportunidad de probarlos mientras te alojas en cualquiera de nuestros hoteles de Cancún!??  http://owl.li/Nr0F30ntYkN  #itsRIUtimecancun pic.twitter.com/TuN5V9xhpd ",0.0,1.0,12.0
0500 Riu Hotels & Resorts ,30/01/2019, ¡Empezamos nuestro crucigrama con las 3 primeras preguntas! ¿Participas? ?? 1. ¿Qué hotel de Cancún cuenta con 3 piscinas y una piscina infinity? 2. ¿En qué hotel se encuentra el lobby bar Frida?  3. ¿En qué zona está situado el hotel Riu Palace Las Americas?  #itsRIUtimecancun pic.twitter.com/aUJP5AiNyQ ,11.0,0.0,14.0
0500 Riu Hotels & Resorts ,28/01/2019," Hemos sido invitados al agradecimiento del hospital de @SonLlatzer de Mallorca a los benefactores que hacen posible que el servicio de payasos de hospital, @sonrisamedica , sea una realidad en este centro. Porque también para RIU: ""la alegría es la mejor medicina"" ¡Gracias! ?? pic.twitter.com/f31DRxcEfb ",0.0,2.0,16.0
0500 Riu Hotels & Resorts ,27/01/2019, ¡Ya tenemos a los 10 ganadores del concurso de una estancia gratis por conectarse a nuestro wifi durante 2018! En breve serán contactados. ¿Quieres ganar una estancia gratis en un hotel RIU? El 2019 ponemos de nuevo en marcha el sorteo. ¡Conéctate al WIFI del hotel y suerte!?? pic.twitter.com/iOoEKhx51u ,2.0,1.0,18.0
0500 Riu Hotels & Resorts ,26/01/2019," The #RiuPoolParty is RIU's new entertainment proposition introduced authentic theme parties full of colors, lights and the best live music come together during your All Inclusive vacations at our hotels in Los Cabos: Riu Palace Cabo San Lucas & Riu Palace Baja California ?? pic.twitter.com/8Z1BSLkkKE ",1.0,1.0,23.0
0500 Riu Hotels & Resorts ,24/01/2019," The hotels Riu Plaza España and Riu Concordia won the ""Re Think"" award for their sustainable projects. The current Edificio España presented his project of aerothermy for the generation of healthy warm water and Riu Concordia his program for the disposal of construction waste pic.twitter.com/XQES6n8miV ",0.0,1.0,18.0
0500 Riu Hotels & Resorts ,24/01/2019," Los hoteles Riu Plaza España y Riu Concordia recibieron el Premio ""Re Think"" por sus proyectos sostenibles. El actual Edificio España presentó su proyecto de aerotermia para la producción de agua caliente sanitaria y el Riu Concordia su programa de gestión de residuos de obra?? pic.twitter.com/IpCqurMJwH ",1.0,6.0,38.0
0500 Riu Hotels & Resorts ,21/01/2019," Luis Riu Güell is the guiding force behind the team that makes up RIU Hotels & Resorts. His instinct, passion and vision is inspirational. It is an honour to share a new section of our #RIUBlog where he shares his thoughts, plans and experiences.   http://owl.li/auWv30no5cc  pic.twitter.com/IGxd5U2stB ",1.0,1.0,18.0
0500 Riu Hotels & Resorts ,19/01/2019," Nuestro ""Tren de la Esperanza"" ??ya ha llegado al Hospital Materno Infantil de Las Palmas de Gran Canaria. Ubicado en la entrada de la planta infantil, este tren creado con materiales reciclados ??fue construido por el equipo de mantenimiento del Riu Don Miguel @pequevaliente pic.twitter.com/nmEvCWkT0a ",0.0,5.0,14.0
0500 Riu Hotels & Resorts ,19/01/2019," Our ""Train of Hope"" has already arrived at the Mother and Child Hospital in Las Palmas de Gran Canaria. Located at the entrance of the children's area, this train created with recycled materials ?? was built by the maintenance team of the Riu Don Miguel hotel @pequevaliente pic.twitter.com/JwrHm46f0R ",1.0,0.0,9.0
0500 Riu Hotels & Resorts ,15/01/2019," Nuestra directora de RSC ha intervenido en la Jornada de Economía Circular en Mallorca, organizada por el Dpto. de Medio Ambiente del @ConsellMca y #TIRME. @CatalinaAlemany comentó con otras hoteleras iniciativas que se están llevando en el camino hacia una #EconomiaCircular pic.twitter.com/O3zlivg4rA ",0.0,4.0,26.0
0500 Riu Hotels & Resorts ,14/01/2019, ¡Ya tenemos a los 10 ganadores del concurso de una estancia gratis por conectarse a nuestro wifi durante 2018! En breve serán contactados. ¿Quieres ganar una estancia gratis en un hotel RIU? El 2019 ponemos de nuevo en marcha el sorteo. ¡Conéctate al WIFI del hotel y suerte!?? pic.twitter.com/zqfemg1rBy ,3.0,3.0,30.0
0501 Riu Plaza Hotels   ,30/12/2019," Riu Plaza Panama, our first urban hotel. Located in the heart of the financial district of Panama City, this urban hotel has everything you need to enjoy your holiday or business trip. ???????  http://ow.ly/YE2P30pZlPJ  #itsRIUtime #qualitytime #riuplazapanama #visitpanama pic.twitter.com/6t5nX4aQf0 ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,28/12/2019," Whether youre travelling for business or pleasure, you dont need to think twice: visit the Riu Plaza Panama and let us get everything ready for your arrival. Were waiting for you! ?? ?? ??  http://ow.ly/c69r30pZhnp  #itsRIUtime #qualitytime #riuplazapanama #visitpanama pic.twitter.com/63E3KRPMo5 ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,26/12/2019," Different hotels, different destinations, you decide! ??   Riu Plaza Berlin Riu Plaza Panama Riu Plaza Miami Beach Riu Plaza New York Times Square Riu Plaza Guadalajara, in Mexico Riu Plaza the Greshman Dublin Riu Plaza Fisherman's Wharf  http://ow.ly/Nqbu30pZhvH  #itsRIUtime pic.twitter.com/1ogER2emm5 ",1.0,0.0,1.0
0501 Riu Plaza Hotels   ,05/12/2019," The Hotel Riu Plaza Guadalajara, located in the city center, offers extensive and comprehensive amenities in order to provide its guests with maximum comfort.  Come and convince yourself! ??? ?? ??  http://ow.ly/Q6oh30pYd7E  #itsRIUtime #visitguadalajara #riuplazaguadalajara pic.twitter.com/J0R4yoqleG ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,30/10/2019," The Riu Plaza Panama hotel offered, together with its strategic allies, an unforgettable dinner for the international FamTrip, we continue betting on MICE tourism in our country. @CopaAirlines @terramardcm @Aventuras 2000 @shineeventdesigners @labottegavarela @MeetingsPanama pic.twitter.com/T8Akcs0PFI ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,29/07/2019," On the 22nd & 23rd, the National Congress of Internal Auditors (CONAI) of Panama 2019 took place at the Riu Plaza Panama hotel. During the event, topics related to innovation and trends in areas such as Artificial Intelligence, Big Data, Robotics and Cybersecurity were discussed. pic.twitter.com/QQFSO4Xqxn ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,29/07/2019," El Congreso Nacional de Auditores Internos de Panamá 2019 tuvo lugar en el hotel Riu Plaza Panamá. Durante el evento, se trataron temas relacionados con la innovación y las tendencias en áreas como Inteligencia Artificial,Big Data,Robótica y Ciberseguridad  http://owl.li/IW7w30peILK  pic.twitter.com/0LBN4T8f0t ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,05/03/2019, En el #DiaInternacionaldelaEficienciaEnergetica te mostramos el nuevo proyecto de aerotermia del hotel Riu Plaza España de Madrid??. Un sistema para producir agua caliente ?? usando menos energía ??y emitiendo menos CO2 gracias a una fuente de energía renovable: el aire ??? pic.twitter.com/qVVEXzr33Y ,0.0,1.0,2.0
0501 Riu Plaza Hotels   ,12/02/2019," Este San Valentín, ¡regala una escapada a ciudades como Nueva York, Dublín o Berlín y acierta seguro! Si reservas entre el 11/02 y el 15/02, te obsequiamos con hasta un 20% de dto. en todos nuestros hoteles urbanos + upgrade de habitación gratuito. ¡Celebra el amor con Riu Plaza! pic.twitter.com/LH6DpXu8jm ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,24/01/2019," Los hoteles Riu Plaza España y Riu Concordia recibieron el Premio ""Re Think"" por sus proyectos sostenibles. El actual Edificio España presentó su proyecto de aerotermia para la producción de agua caliente sanitaria y el Riu Concordia su programa de gestión de residuos de obra?? pic.twitter.com/Weok7CTaU0 ",0.0,0.0,2.0
0501 Riu Plaza Hotels   ,24/01/2019," The hotels Riu Plaza España and Riu Concordia won the ""Re Think"" award for their sustainable projects. The current Edificio España presented his project of aerothermy for the generation of healthy warm water and Riu Concordia his program for the disposal of construction waste?? pic.twitter.com/8fdCn5I9vX ",0.0,0.0,1.0
0501 Riu Plaza Hotels   ,22/01/2019," Luis Riu Güell is the guiding force behind the team that makes up RIU Hotels & Resorts. His instinct, passion and vision is inspirational. It is an honour to share a new section of our #RIUBlog where he shares his thoughts, plans and experiences.   http://owl.li/auWv30no5cc  pic.twitter.com/fhhoBt8hXD ",0.0,0.0,1.0
0600 H10 Hotels  ,02/12/2019, Last chance! This offer is valid for today only!  Enjoy up to 25% off* using the promo code BLACK19.  Enjoy your well-deserved getaway until 31 December 2020.  http://bit.ly/2QZh630   *Discounts of up to 20% depending on the hotel plus an additional 5% for Club H10 members. pic.twitter.com/O7rUuMHkr0 ,0.0,0.0,0.0
0600 H10 Hotels  ,01/09/2019," If you're member of Club H10 and you stay at H10 Marina Barcelona (#Barcelona), H10 Atlantic Sunset (#Tenerife), H10 Casa del Mar (#Mallorca) y H10 Las Palmeras (#Tenerife)  before 30 September you'll get double points!   Login now to enjoy this deal:  http://bit.ly/2RYxSMN  pic.twitter.com/7Js6nnQNwg ",0.0,1.0,4.0
0600 H10 Hotels  ,30/08/2019," El fin de semana ya está aquí y con él... ¡la hora del #vermut!  Recuerda que todas las terrazas de nuestros hoteles de #Barcelona, #Madrid #Sevilla y #Cordoba te esperan con un aperitivo muy especial que hemos preparado para ti.   ¡Disfruta del final del verano con @h10hotels! pic.twitter.com/YxCprQkV7c ",0.0,0.0,2.0
0600 H10 Hotels  ,30/08/2019, Here you have some of the pictures that we have already received at our photo contest #HappyH10!  How to participate:  1. Take a photo at one of our hotels. 2. Upload it to Facebook or Instagram with the hashtag #HappyH10 3. Mention or tag the hotel you're staying in (or tag it) pic.twitter.com/S7blebk5Nq ,0.0,1.0,4.0
0600 H10 Hotels  ,20/08/2019," ¡Desayuno gratis en agosto en el H10 Villa de la Reina!  Disfruta de tu desayuno gratis durante tu estancia en #Madrid en el mes de agosto. Reserva en nuestra web, en régimen de Solo alojamiento y añade el desayuno gratis en el segundo paso de tu reserva  http://bit.ly/2JUbhQx  pic.twitter.com/RCGDwEWZmp ",0.0,0.0,2.0
0600 H10 Hotels  ,18/07/2019," Así luce en la cordobesa Plaza de las Tendillas el H10 Palacio Colomera.  Ubicado en la antigua Casa Colomera, construida en 1928, te espera para brindarte la más relajante y cómoda estancia en tu próxima visita a #Córdoba.  http://bit.ly/2W1e9hy   ¡Ven a conocerlo! #WelcomeH10 pic.twitter.com/j9ABZJ0gVH ",0.0,1.0,3.0
0600 H10 Hotels  ,03/07/2019," En el H10 Casa de la Plata encontrarás habitaciones en tonos blancos, negros y amarillo albero y decoradas con elementos tradicionales, como azulejos sevillanos.   Vente a #Sevilla con la @revistgranhotel y descubre todos los secretos de nuestro hotel  http://bit.ly/323vYk8  pic.twitter.com/ENBQEnugfv ",0.0,2.0,6.0
0600 H10 Hotels  ,02/07/2019," ¿Sabías que The One Palácio da Anunciada está situado en La Baixa, una de las zonas más exclusivas y de moda de #Lisboa, en pleno centro de la ciudad?  Descubre con @hosteltur todas las sorpresas que te esperan en nuestro 5* de Lisboa.  http://ow.ly/astj50uRtXb   ¡No te las pierdas! pic.twitter.com/84Q6EGzQzX ",0.0,0.0,0.0
0600 H10 Hotels  ,20/06/2019," Si tuviesen que escoger un solo hotel en la isla de La Palma, @hola se queda con el H10 Taburiente Playa. ¿Conoces ya nuestro hotel?  Ven a la Isla Bonita y disfruta de sus cielos limpios, sus volcanes, sus acogedoras playas y pueblos con encanto.    http://ow.ly/bAZ650uIHg5  pic.twitter.com/JwRSqYHEQ8 ",1.0,4.0,15.0
0600 H10 Hotels  ,12/06/2019," Nuestro nuevo hotel de #Sevilla, el H10 Casa de la Plata, está ubicado en pleno casco antiguo (calle Lagar) y te permitirá estar a un paso de la Plaza del Salvador, la Giralda o los Reales Alcázares.  ¿A qué espera para visitarnos?  http://bit.ly/2KIGYx9  via @RoomsCollection pic.twitter.com/dUeSyHBNsu ",0.0,0.0,1.0
0600 H10 Hotels  ,07/06/2019," Con un ambiente elegante de inspiración cordobesa, el hotel ofrece confortables habitaciones, un restaurante situado en un atrio andaluz y una espectacular terraza con plunge pool y vistas a la ciudad.  http://bit.ly/2W1e9hy   ¡Bienvenidos a casa! #Welcomehome #WelcomeH10 pic.twitter.com/Zmoev2xvue ",0.0,1.0,2.0
0600 H10 Hotels  ,05/06/2019, Estamos orgullosos de anunciar que The One Barcelona 5*GL fue elegido ayer el Mejor Hotel Urbano de España en los #PremiosTraveler2019.   ¡Desde H10 Hotels queremos dar las gracias a @CNTravelerSpain y a todos sus lectores por este reconocimiento! #YoSoyTraveler #WelcomeH10 pic.twitter.com/BfIKeavv43 ,0.0,0.0,3.0
0600 H10 Hotels  ,31/05/2019, ¿Pensado en visitar #Lanzarote? No te lo pienses y quédate en el @H10RubiconPal. El último número de @RevistaWoman destaca nuestro 5* como la mejor opción para los que quieran conocer los espectaculares paisajes de la isla   ¡Lee todo el reportaje aquí:  http://bit.ly/2JKqGnI ! pic.twitter.com/KWjQqJWw4o ,0.0,1.0,6.0
0600 H10 Hotels  ,21/05/2019," Con la llegada del calor aumentan las ganas de disfrutar de una buena #terraza, ¿verdad?  http://bit.ly/2wcG6IO  @TripAdvisor ha elegido las del H10 Casa Mimosa y The One Barcelona como unas de las mejores de España, ¿a qué esperas para visitarlas? #WelcomeH10  Via @La_SER pic.twitter.com/Sjr6cIczw1 ",0.0,2.0,3.0
0600 H10 Hotels  ,28/03/2019," Reserva en Somni, el restaurante de The One #Barcelona nuestro Menú Insider El Tenedor y @eltenedor donará, por cada menú consumido, 1 a la ONG @ayudaenaccion para luchar contra la pobreza infantil en España.  Todas las reservas deberán hacerse a través de la App de ElTenedor pic.twitter.com/Ruyj2xquko ",0.0,1.0,7.0
0600 H10 Hotels  ,13/02/2019, ¿Pensando en viajar a #Mallorca? Reserva en el H10 Punta Negra Boutique Hotel con un 40% de #descuento.  http://bit.ly/2RWCmn8  Usa el código PUNTA40 antes del 17 de febrero y consigue un 40% de descuento. Estancias 1-27 de marzo y del 7-16 de abril  ¡Plazas limitadas! #Promoción pic.twitter.com/Fvk4xDiPig ,0.0,0.0,0.0
0600 H10 Hotels  ,23/01/2019, #H10Hotels está presente del 23 al 27 de enero en la Feria Internacional de Turismo de Madrid #Fitur. ¡Nos encontrarás en el stand 10C10!  H10 Hotels is exhibiting from 23 to 27 January at the International Tourism Trade Fair in Madrid #Fitur. Come and visit us on stand 10C10! pic.twitter.com/XVI4a6Xdnh ,0.0,0.0,6.0
0600 H10 Hotels  ,10/01/2019," If you're member of Club H10 and you book at H10 Duque de Loulé Boutique Hotel (Lisbon), H10 Ocean Suites (Fuerteventura) or H10 Corregidor Boutique Hotel (Seville) before 31 January you'll get double points in your card! Login now to enjoy this deal:  http://bit.ly/2wjJm3f  pic.twitter.com/YDMQxvM5qL ",0.0,0.0,3.0
0601 Ocean by H10 Hotels ,28/02/2019," Say ""I do"" to a wedding in paradise! The infinite beauty of the #Caribbean at Ocean Vista Azul makes it the perfect place to start your #happy forever.  Read about #PerfectDay:  http://bit.ly/pefectdayhotel  #DestinationWedding #cuba #Varadero #InspiraciónParaViajar #WEDDINGPHOTOGRAPHY pic.twitter.com/LfVbEalFdh ",0.0,0.0,2.0
0601 Ocean by H10 Hotels ,15/02/2019," An express family trip, creating #special and unforgettable #moments while enjoying the facilities and amenities that Ocean El Faro in #PuntaCana #offers. - Read more:  http://bit.ly/OEFinfo  -  #getaway #family #puntacana #destinations #vacaciones #funtrip #familytrip #Travel pic.twitter.com/0SGIJcSZkl ",0.0,1.0,0.0
0700 Best Hotels ,05/03/2019, ?? Os esperan muchas sorpresas este año en el Hotel Best Negresco (??) pero las vistas seguirán siendo así de espectaculares ?? ?? #hotel #bestnegresco #vistamar #seaview #holiday #vacaciones #salou #costadorada #travelgram #hotelgram #instatravel  http://ow.ly/hi3Z30nUFIZ  pic.twitter.com/tXchyDqaS9 ,0.0,0.0,0.0
0800 Iberostar ,08/12/2019," We are determined to make an impactful contribution to the protection and conservation of our coasts. Our vision is to contribute to the discovery, protection and restoration of coral reefs, mangroves and seagrasses. #TimeforAction #waveofchange #responsibletourism #COP25 pic.twitter.com/0Pd386F7ZG ",2.0,2.0,11.0
0800 Iberostar ,08/12/2019," Estamos decididos a hacer una contribución impactante para la protección y conservación de nuestras costas. Nuestra visión es contribuir al discovery, protection and restoration de las praderas de alga marina, manglares y arrecifes de coral. #TiempoDeActuar #waveofchange #COP25 pic.twitter.com/BwR9JYgtmd ",2.0,2.0,16.0
0800 Iberostar ,05/12/2019," Estamos apoyando e iniciando proyectos enfocados en la vida y las comunidades que dependen de estos ecosistemas.Hacemos esto a través del discovery, protection, and restoration de las praderas de alga marina, manglares y arrecifes de coral. #TiempoDeActuar #waveofchange #COP25 pic.twitter.com/5TiWX9ijYA ",0.0,20.0,134.0
0800 Iberostar ,05/12/2019, Nuestra filosofía se centra en eliminar el plástico de un solo uso y reemplazar los elementos restantes por alternativas biodegradables rigurosamente testadas. Estamos avanzando para cerrar el círculo en nuestra propia economía circular. #TiempoDeActuar #waveofchange #COP25 pic.twitter.com/k1B6VjZ7ki ,0.0,27.0,130.0
0800 Iberostar ,05/12/2019, Our philosophy focuses on removing single-use plastic products and replacing remaining items with rigorously tested biodegradable alternatives. We take steps towards closing the loop in our own circular economy within the tourism sector. #TimeforAction #waveofchange #COP25 pic.twitter.com/lg2fY7RCJx ,0.0,6.0,105.0
0800 Iberostar ,19/11/2019, Celebramos la quinta edición de #Coralmania en nuestro complejo de #Bávaro. Un evento de transplante masivo de una especie amenazada de corales en el que colaboran organizaciones locales e internacionales de carácter científico y turístico. #waveofchange #turismoresponsable pic.twitter.com/NSjKz4ZhbC ,0.0,1.0,7.0
0800 Iberostar ,12/11/2019, Creemos firmemente que la economía circular es un elemento clave en nuestro compromiso por un #turismoresponsable y estamos orgullosos de invertir en programas de compostaje en hoteles en América y Europa. ¿Quieres conocer todos los beneficios de esta iniciativa? #waveofchange pic.twitter.com/cJVwFRnwn7 ,0.0,3.0,8.0
0800 Iberostar ,12/11/2019, We believe that the circular economy is a key element in our pledge for a more #responsibletourism model. That is why we are proud to invest in #composting programs in hotels in America and Europe. Do you want to know more about the benefits of this initiative? #waveofchange pic.twitter.com/YgyOxD6sxB ,0.0,2.0,11.0
0800 Iberostar ,06/06/2019," Buscar alternativas al plástico de un solo uso es una de nuestras iniciativas. Comparte en un tuit tus propias ideas para cuidar los océanos con #WaveOfChange, menciónanos y podrás ganar un viaje a nuestro vivero de corales en República Dominicana. #DíaMundialdelosOcéanos pic.twitter.com/GkYNlpj0Og ",21.0,81.0,247.0
0900 Hoteles Globales ,30/12/2019," La piscina de nuestro hotel invita a pegarse un chapuzón, aún en Diciembre!!! I wouldn't mind to have a dip in our pool at SuneoClub Tamaimo Tropical.   #vacaciones #escapada #canarias #islascanarias #hotel #pisicina #sol #verano #holiday #holidays #getaway #canaryislands pic.twitter.com/cjKtCG5BK1 ",1.0,0.0,3.0
0900 Hoteles Globales ,18/12/2019," Cala San Vicente, una de las calas más bonitas de Mallorca, que podrás disfrutar especialmente si te alojas en nuestro hotel Globales Simar.   #globales #hotelesglobales #globalesimar #mallorca #mediterraneo #mediterranean #hotel #hotelviews #hotelview #hotelpool #poolviews pic.twitter.com/e8EunSZNYf ",0.0,0.0,3.0
0900 Hoteles Globales ,07/12/2019," Globales Reina Cristina, el hotel perfecto para tus celebraciones en Algeciras Globales Reina Cristina, the perfect hotel for all your events in Algeciras.   http://bit.ly/globalesreina  #globales #hotelesglobales #globalesreinacristina #hotelreinacristina #algeciras #eventos pic.twitter.com/oj9DNhbIyT ",0.0,0.0,3.0
0900 Hoteles Globales ,29/11/2019," El lugar ideal para relajarse frente al mar, Globales Simar!  The perfect place to chill out by the sea, Globales Simar!  #globales #hotelesglobales #globalesimar #mallorca #mediterraneo #mediterranean #hotel #hotelviews #hotelview #hotelpool #poolviews #nicehotel #holiday pic.twitter.com/BkZKIoNPhp ",0.0,0.0,4.0
0900 Hoteles Globales ,26/11/2019, Ganas de sol? Por que no te vienes a Canarias? Need sun? Treat yourself with a nice getaway in the Canary Islands  #summer #stillsummer #needsummer #verano #vacaciones #holiday #holidays #needsun #sunnyday #getaway #escapada #canarias #islascanarias #canaryislands #sunbeds pic.twitter.com/rhGJmpOrez ,1.0,0.0,0.0
0900 Hoteles Globales ,12/11/2019, Globales Aptos. Montemar también ha conseguido su certificado Travelife Gold. Seguimos mejorando por mejorar la sostenibilidad de todos nuestros establecimientos!   #globales #hotelesglobales #environment #travelife #nature #sustainability #sustainable # #sustainabletravel pic.twitter.com/a2AggsZQWg ,0.0,1.0,5.0
0900 Hoteles Globales ,01/11/2019, Disfrutando del verano de Mallorca a finales de Octubre!! Gracias por compartir  @assia.dhch   Still enjoying sunny and warm days in Mallorca. Many thanks for sharing @assia.dhch   #globales #hotelesglobales #globalespalmanova #sunnydays #warm #stillsummer #summer #mallorca pic.twitter.com/APV9L8oRb9 ,0.0,0.0,2.0
0900 Hoteles Globales ,10/10/2019," Nada mejor que el ""veroño"" de Mallorca! ?? Nothing better than a warm and sunny Autumn in Mallorca  #mallorca #paradise #mallorcafun #mallorcasummer #familyholidays #travel #veroño #travelgram #travelinspiratio #travelpics #wanderlust #needstummer #stillsummer #lovesmallorca pic.twitter.com/uxTWMfFzi7 ",0.0,0.0,0.0
